,filename,x,y,floor,sample_id,timestamp,00:15:f9:6c:7d:71,00:11:21:6c:4e:72,00:11:21:6c:4e:71,00:15:f9:6c:7d:21,00:11:21:6c:4e:70,00:15:f9:6c:7d:20,00:15:f9:6c:7d:22,00:11:21:6c:50:e1,00:11:21:6c:50:e2,00:15:f9:6c:7d:70,00:15:f9:6c:7d:72,00:11:21:6c:50:e0,00:12:da:9e:32:31,00:12:da:9e:32:30,00:12:da:9e:32:32,00:11:21:66:75:82,00:11:21:66:75:81,00:15:f9:6c:7a:e1,00:15:f9:6c:7a:e0,00:11:21:66:75:80,00:15:f9:6c:7a:d2,00:15:f9:6c:7a:d1,00:15:f9:6c:7a:e2,00:15:f9:6c:7a:d0,00:17:df:7d:70:51,00:17:df:7d:70:52,00:17:df:7d:70:50,88:e3:ab:11:f4:ee,00:12:80:17:ac:ae,00:0f:60:06:71:2e,00:1b:fc:22:43:4e,00:12:da:9e:31:91,00:12:43:f1:c4:41,00:12:43:f1:c4:40,00:12:43:f1:c4:42,bc:14:01:9c:37:08,bc:14:01:9c:37:09,b0:5b:67:c2:a0:16,30:8d:99:64:aa:8d,error
299,"altPoint(27,2).json",13.5,1.0,2,11,1461871428403,-52.0,-84.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-52.0,-100.0,-67.0,-67.0,-67.0,-78.0,-77.0,-59.0,-59.0,-80.0,-75.0,-75.0,-59.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
300,"altPoint(27,2).json",13.5,1.0,2,12,1461871428403,-59.0,-83.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-59.0,-100.0,-71.0,-71.0,-71.0,-79.0,-80.0,-59.0,-59.0,-80.0,-75.0,-75.0,-59.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
301,"altPoint(27,2).json",13.5,1.0,2,13,1461871428403,-52.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-52.0,-100.0,-69.0,-69.0,-77.0,-79.0,-79.0,-59.0,-59.0,-80.0,-75.0,-75.0,-59.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
302,"altPoint(27,2).json",13.5,1.0,2,14,1461871428403,-52.0,-85.0,-84.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-53.0,-52.0,-100.0,-66.0,-68.0,-67.0,-78.0,-78.0,-59.0,-59.0,-100.0,-75.0,-74.0,-59.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
303,"altPoint(27,2).json",13.5,1.0,2,15,1461871428403,-51.0,-87.0,-84.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-52.0,-51.0,-100.0,-68.0,-68.0,-68.0,-78.0,-80.0,-59.0,-60.0,-80.0,-91.0,-73.0,-59.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
304,"altPoint(27,2).json",13.5,1.0,2,16,1461871428403,-51.0,-84.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-51.0,-52.0,-100.0,-67.0,-68.0,-67.0,-83.0,-82.0,-60.0,-61.0,-80.0,-75.0,-75.0,-60.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
305,"altPoint(27,2).json",13.5,1.0,2,17,1461871428403,-53.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-53.0,-100.0,-67.0,-67.0,-67.0,-80.0,-79.0,-59.0,-59.0,-80.0,-74.0,-83.0,-58.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
306,"altPoint(27,2).json",13.5,1.0,2,18,1461871428403,-53.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-62.0,-100.0,-69.0,-69.0,-69.0,-82.0,-81.0,-58.0,-59.0,-82.0,-74.0,-74.0,-59.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
307,"altPoint(27,2).json",13.5,1.0,2,19,1461871428403,-55.0,-84.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-56.0,-100.0,-69.0,-68.0,-69.0,-78.0,-78.0,-59.0,-59.0,-77.0,-73.0,-73.0,-60.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
308,"point(27,2).json",13.5,1.0,2,0,1461865897309,-55.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-55.0,-100.0,-67.0,-67.0,-68.0,-86.0,-86.0,-55.0,-55.0,-87.0,-73.0,-73.0,-55.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
309,"point(27,2).json",13.5,1.0,2,1,1461865897309,-64.0,-87.0,-88.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-64.0,-64.0,-100.0,-68.0,-69.0,-69.0,-85.0,-84.0,-55.0,-55.0,-87.0,-79.0,-78.0,-55.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
310,"point(27,2).json",13.5,1.0,2,2,1461865897309,-62.0,-87.0,-89.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-60.0,-62.0,-100.0,-64.0,-64.0,-64.0,-84.0,-84.0,-53.0,-53.0,-100.0,-74.0,-79.0,-54.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
311,"point(27,2).json",13.5,1.0,2,3,1461865897309,-71.0,-88.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-100.0,-65.0,-65.0,-65.0,-88.0,-84.0,-56.0,-57.0,-88.0,-74.0,-74.0,-56.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
312,"altPoint(27,14).json",13.5,7.0,2,0,1461871079934,-55.0,-82.0,-81.0,-87.0,-83.0,-87.0,-85.0,-88.0,-88.0,-55.0,-54.0,-87.0,-57.0,-60.0,-60.0,-81.0,-81.0,-85.0,-86.0,-81.0,-86.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
313,"altPoint(27,14).json",13.5,7.0,2,1,1461871079934,-51.0,-80.0,-80.0,-87.0,-83.0,-87.0,-85.0,-88.0,-88.0,-51.0,-52.0,-89.0,-64.0,-59.0,-64.0,-79.0,-79.0,-100.0,-88.0,-81.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
314,"altPoint(27,14).json",13.5,7.0,2,2,1461871079934,-48.0,-82.0,-81.0,-86.0,-84.0,-84.0,-85.0,-85.0,-87.0,-52.0,-52.0,-90.0,-59.0,-59.0,-60.0,-78.0,-79.0,-86.0,-87.0,-79.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
315,"altPoint(27,14).json",13.5,7.0,2,3,1461871079934,-49.0,-81.0,-81.0,-83.0,-82.0,-83.0,-84.0,-88.0,-88.0,-49.0,-49.0,-90.0,-58.0,-60.0,-59.0,-78.0,-80.0,-86.0,-86.0,-79.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
316,"altPoint(27,14).json",13.5,7.0,2,4,1461871079934,-49.0,-80.0,-80.0,-83.0,-80.0,-85.0,-84.0,-88.0,-87.0,-49.0,-49.0,-88.0,-60.0,-59.0,-60.0,-79.0,-79.0,-86.0,-86.0,-79.0,-85.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
317,"altPoint(27,14).json",13.5,7.0,2,5,1461871079934,-49.0,-81.0,-79.0,-100.0,-81.0,-84.0,-85.0,-89.0,-88.0,-48.0,-49.0,-87.0,-59.0,-60.0,-59.0,-80.0,-80.0,-87.0,-86.0,-79.0,-86.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
318,"altPoint(27,14).json",13.5,7.0,2,6,1461871079934,-49.0,-82.0,-80.0,-84.0,-81.0,-84.0,-85.0,-86.0,-88.0,-49.0,-49.0,-90.0,-59.0,-59.0,-59.0,-80.0,-79.0,-87.0,-88.0,-79.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
319,"altPoint(27,14).json",13.5,7.0,2,7,1461871079934,-49.0,-80.0,-81.0,-85.0,-82.0,-84.0,-85.0,-88.0,-88.0,-49.0,-49.0,-88.0,-59.0,-59.0,-59.0,-79.0,-79.0,-87.0,-85.0,-78.0,-87.0,-100.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
320,"altPoint(27,14).json",13.5,7.0,2,8,1461871079934,-49.0,-80.0,-82.0,-84.0,-82.0,-83.0,-85.0,-88.0,-86.0,-49.0,-50.0,-85.0,-58.0,-59.0,-59.0,-79.0,-81.0,-86.0,-88.0,-79.0,-100.0,-100.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
321,"altPoint(27,14).json",13.5,7.0,2,9,1461871079934,-49.0,-80.0,-81.0,-85.0,-80.0,-84.0,-85.0,-88.0,-89.0,-49.0,-49.0,-88.0,-61.0,-59.0,-61.0,-79.0,-79.0,-85.0,-85.0,-79.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
322,"altPoint(27,14).json",13.5,7.0,2,10,1461871079934,-49.0,-81.0,-81.0,-84.0,-80.0,-85.0,-85.0,-88.0,-88.0,-48.0,-48.0,-88.0,-59.0,-59.0,-59.0,-79.0,-79.0,-87.0,-86.0,-80.0,-85.0,-86.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
323,"altPoint(27,14).json",13.5,7.0,2,11,1461871079934,-49.0,-80.0,-81.0,-83.0,-81.0,-84.0,-84.0,-85.0,-84.0,-50.0,-50.0,-87.0,-60.0,-59.0,-59.0,-79.0,-80.0,-87.0,-86.0,-79.0,-88.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
324,"altPoint(27,14).json",13.5,7.0,2,12,1461871079934,-42.0,-83.0,-82.0,-83.0,-81.0,-82.0,-82.0,-79.0,-81.0,-42.0,-42.0,-78.0,-64.0,-63.0,-64.0,-79.0,-79.0,-84.0,-84.0,-78.0,-88.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
325,"altPoint(27,14).json",13.5,7.0,2,13,1461871079934,-49.0,-79.0,-79.0,-84.0,-78.0,-83.0,-83.0,-86.0,-85.0,-49.0,-49.0,-81.0,-62.0,-62.0,-58.0,-79.0,-79.0,-86.0,-85.0,-78.0,-88.0,-88.0,-85.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
326,"altPoint(27,14).json",13.5,7.0,2,14,1461871079934,-50.0,-80.0,-80.0,-83.0,-82.0,-84.0,-86.0,-88.0,-87.0,-50.0,-50.0,-81.0,-62.0,-59.0,-61.0,-78.0,-78.0,-86.0,-85.0,-78.0,-86.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
327,"altPoint(27,14).json",13.5,7.0,2,15,1461871079934,-49.0,-79.0,-78.0,-83.0,-80.0,-84.0,-85.0,-84.0,-87.0,-49.0,-49.0,-85.0,-62.0,-58.0,-62.0,-80.0,-79.0,-86.0,-87.0,-80.0,-86.0,-88.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
328,"altPoint(27,14).json",13.5,7.0,2,16,1461871079934,-49.0,-81.0,-82.0,-86.0,-81.0,-85.0,-84.0,-84.0,-85.0,-49.0,-49.0,-87.0,-59.0,-59.0,-60.0,-80.0,-80.0,-84.0,-86.0,-80.0,-87.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
329,"altPoint(27,14).json",13.5,7.0,2,17,1461871079934,-47.0,-80.0,-82.0,-85.0,-79.0,-85.0,-83.0,-84.0,-89.0,-47.0,-47.0,-87.0,-59.0,-59.0,-58.0,-81.0,-80.0,-85.0,-86.0,-80.0,-86.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
330,"altPoint(27,14).json",13.5,7.0,2,18,1461871079934,-49.0,-80.0,-80.0,-85.0,-80.0,-100.0,-86.0,-100.0,-82.0,-49.0,-49.0,-100.0,-62.0,-61.0,-61.0,-79.0,-80.0,-84.0,-87.0,-80.0,-87.0,-88.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
331,"altPoint(27,14).json",13.5,7.0,2,19,1461871079934,-46.0,-81.0,-80.0,-83.0,-80.0,-83.0,-84.0,-86.0,-87.0,-46.0,-46.0,-86.0,-62.0,-59.0,-61.0,-80.0,-80.0,-85.0,-86.0,-82.0,-86.0,-88.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
332,"point(27,14).json",13.5,7.0,2,0,1461866506005,-46.0,-83.0,-81.0,-86.0,-81.0,-86.0,-86.0,-89.0,-90.0,-47.0,-46.0,-90.0,-62.0,-62.0,-62.0,-74.0,-76.0,-80.0,-82.0,-76.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
333,"point(27,14).json",13.5,7.0,2,1,1461866506005,-51.0,-83.0,-81.0,-84.0,-81.0,-84.0,-84.0,-100.0,-83.0,-50.0,-51.0,-90.0,-67.0,-68.0,-62.0,-79.0,-79.0,-81.0,-80.0,-79.0,-88.0,-86.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
334,"point(27,14).json",13.5,7.0,2,2,1461866506005,-50.0,-78.0,-78.0,-84.0,-79.0,-83.0,-82.0,-92.0,-83.0,-51.0,-51.0,-100.0,-62.0,-61.0,-73.0,-77.0,-78.0,-81.0,-81.0,-78.0,-87.0,-86.0,-80.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
335,"point(27,14).json",13.5,7.0,2,3,1461866506005,-49.0,-78.0,-78.0,-83.0,-77.0,-83.0,-84.0,-92.0,-100.0,-49.0,-50.0,-100.0,-69.0,-70.0,-70.0,-78.0,-79.0,-82.0,-81.0,-79.0,-87.0,-87.0,-82.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
336,"altPoint(8,1).json",4.0,0.5,2,0,1461872033060,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-90.0,-86.0,-87.0,-100.0,-100.0,-55.0,-54.0,-100.0,-57.0,-58.0,-55.0,-58.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
337,"altPoint(8,1).json",4.0,0.5,2,1,1461872033060,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-81.0,-100.0,-86.0,-87.0,-89.0,-88.0,-87.0,-64.0,-64.0,-88.0,-55.0,-55.0,-64.0,-54.0,-89.0,-90.0,-89.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
338,"altPoint(8,1).json",4.0,0.5,2,2,1461872033060,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-81.0,-100.0,-84.0,-83.0,-83.0,-88.0,-87.0,-64.0,-64.0,-88.0,-55.0,-56.0,-64.0,-56.0,-89.0,-90.0,-89.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
339,"altPoint(8,1).json",4.0,0.5,2,3,1461872033060,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-84.0,-85.0,-83.0,-100.0,-87.0,-67.0,-67.0,-88.0,-56.0,-56.0,-67.0,-56.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
340,"altPoint(8,1).json",4.0,0.5,2,4,1461872033060,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-82.0,-84.0,-83.0,-100.0,-88.0,-47.0,-48.0,-90.0,-56.0,-55.0,-47.0,-56.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
341,"altPoint(8,1).json",4.0,0.5,2,5,1461872033060,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-75.0,-100.0,-83.0,-83.0,-83.0,-89.0,-88.0,-48.0,-48.0,-90.0,-56.0,-56.0,-47.0,-55.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
342,"altPoint(8,1).json",4.0,0.5,2,6,1461872033060,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-75.0,-100.0,-81.0,-83.0,-83.0,-89.0,-100.0,-47.0,-48.0,-100.0,-63.0,-63.0,-47.0,-63.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
343,"altPoint(8,1).json",4.0,0.5,2,7,1461872033060,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-76.0,-100.0,-84.0,-83.0,-84.0,-88.0,-100.0,-47.0,-47.0,-88.0,-64.0,-64.0,-47.0,-64.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
344,"altPoint(8,1).json",4.0,0.5,2,8,1461872033060,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-76.0,-100.0,-83.0,-83.0,-83.0,-88.0,-87.0,-47.0,-47.0,-88.0,-64.0,-64.0,-47.0,-64.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
345,"altPoint(8,1).json",4.0,0.5,2,9,1461872033060,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-85.0,-84.0,-83.0,-100.0,-87.0,-47.0,-47.0,-89.0,-63.0,-64.0,-47.0,-64.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
346,"altPoint(8,1).json",4.0,0.5,2,10,1461872033060,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-78.0,-100.0,-83.0,-84.0,-84.0,-86.0,-100.0,-47.0,-48.0,-89.0,-64.0,-64.0,-47.0,-64.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
347,"altPoint(8,1).json",4.0,0.5,2,11,1461872033060,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-75.0,-100.0,-84.0,-82.0,-86.0,-90.0,-89.0,-47.0,-48.0,-100.0,-63.0,-64.0,-48.0,-63.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
348,"altPoint(8,1).json",4.0,0.5,2,12,1461872033060,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-100.0,-84.0,-82.0,-82.0,-90.0,-89.0,-46.0,-45.0,-100.0,-61.0,-62.0,-46.0,-62.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
349,"altPoint(8,1).json",4.0,0.5,2,13,1461872033060,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-84.0,-100.0,-88.0,-88.0,-87.0,-100.0,-100.0,-64.0,-64.0,-100.0,-63.0,-63.0,-64.0,-63.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
350,"altPoint(8,1).json",4.0,0.5,2,14,1461872033060,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-79.0,-100.0,-87.0,-85.0,-84.0,-100.0,-89.0,-57.0,-57.0,-89.0,-63.0,-62.0,-56.0,-62.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
351,"altPoint(8,1).json",4.0,0.5,2,15,1461872033060,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-100.0,-84.0,-85.0,-84.0,-87.0,-89.0,-60.0,-60.0,-89.0,-64.0,-64.0,-59.0,-64.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
352,"altPoint(8,1).json",4.0,0.5,2,16,1461872033060,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-85.0,-84.0,-85.0,-87.0,-89.0,-49.0,-54.0,-100.0,-61.0,-61.0,-48.0,-60.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
353,"altPoint(8,1).json",4.0,0.5,2,17,1461872033060,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-88.0,-88.0,-89.0,-100.0,-89.0,-43.0,-43.0,-100.0,-71.0,-71.0,-42.0,-70.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
354,"altPoint(8,1).json",4.0,0.5,2,18,1461872033060,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-80.0,-100.0,-85.0,-84.0,-86.0,-88.0,-86.0,-44.0,-43.0,-87.0,-65.0,-65.0,-43.0,-65.0,-91.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
355,"altPoint(8,1).json",4.0,0.5,2,19,1461872033060,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-86.0,-84.0,-87.0,-88.0,-86.0,-43.0,-43.0,-87.0,-60.0,-61.0,-42.0,-60.0,-91.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
356,"point(8,1).json",4.0,0.5,2,0,1461865230699,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-48.0,-50.0,-88.0,-63.0,-63.0,-50.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0
